backhand: precision: 0.6506024096385542, recall: 0.5510204081632653, f1-score: 0.5966850828729281, support: 98, 
smash: precision: 0.3493975903614458, recall: 0.27358490566037735, f1-score: 0.3068783068783069, support: 106, 
forehandopen: precision: 0.7322834645669292, recall: 0.8454545454545455, f1-score: 0.7848101265822786, support: 110, 
backhand2hands: precision: 0.6415094339622641, recall: 0.6296296296296297, f1-score: 0.6355140186915889, support: 108, 
backhandslice: precision: 0.41739130434782606, recall: 0.4444444444444444, f1-score: 0.4304932735426008, support: 108, 
forehandflat: precision: 0.6631578947368421, recall: 0.5625, f1-score: 0.6086956521739131, support: 112, 
forslice: precision: 0.4722222222222222, recall: 0.4636363636363636, f1-score: 0.46788990825688076, support: 110, 
service: precision: 0.46511627906976744, recall: 0.625, f1-score: 0.5333333333333334, support: 128, 
volley: precision: 0.43617021276595747, recall: 0.3867924528301887, f1-score: 0.41000000000000003, support: 106, 
volleybackhand: precision: 0.41414141414141414, recall: 0.4270833333333333, f1-score: 0.4205128205128206, support: 96, 
accuracy: 0.5249537892791127
macro avg: precision: 0.5241992225813223, recall: 0.5209146083152147, f1-score: 0.5194812522844652, support: 1082, 
weighted avg: precision: 0.5244475713950201, recall: 0.5249537892791127, f1-score: 0.5214416271013154, support: 1082, 
