backhand: precision: 0.5888888888888889, recall: 0.5408163265306123, f1-score: 0.5638297872340425, support: 98, 
smash: precision: 0.42574257425742573, recall: 0.4056603773584906, f1-score: 0.41545893719806765, support: 106, 
forehandopen: precision: 0.7348484848484849, recall: 0.8818181818181818, f1-score: 0.8016528925619835, support: 110, 
backhand2hands: precision: 0.6216216216216216, recall: 0.6388888888888888, f1-score: 0.6301369863013699, support: 108, 
backhandslice: precision: 0.5161290322580645, recall: 0.4444444444444444, f1-score: 0.4776119402985074, support: 108, 
forehandflat: precision: 0.6736842105263158, recall: 0.5714285714285714, f1-score: 0.6183574879227053, support: 112, 
forslice: precision: 0.4594594594594595, recall: 0.4636363636363636, f1-score: 0.46153846153846156, support: 110, 
service: precision: 0.5306122448979592, recall: 0.609375, f1-score: 0.5672727272727273, support: 128, 
volley: precision: 0.4036697247706422, recall: 0.41509433962264153, f1-score: 0.4093023255813954, support: 106, 
volleybackhand: precision: 0.4838709677419355, recall: 0.46875, f1-score: 0.47619047619047616, support: 96, 
accuracy: 0.5471349353049908
macro avg: precision: 0.5438527209270798, recall: 0.5439912493728195, f1-score: 0.5421352022099736, support: 1082, 
weighted avg: precision: 0.5450114335767822, recall: 0.5471349353049908, f1-score: 0.544222901552618, support: 1082, 
