backhand: precision: 0.6666666666666666, recall: 0.14814814814814814, f1-score: 0.24242424242424243, support: 27, 
smash: precision: 0.18518518518518517, recall: 0.3333333333333333, f1-score: 0.23809523809523808, support: 15, 
forehandopen: precision: 0.3333333333333333, recall: 0.034482758620689655, f1-score: 0.0625, support: 29, 
backhand2hands: precision: 0.3, recall: 0.13043478260869565, f1-score: 0.18181818181818182, support: 23, 
backhandslice: precision: 0.12903225806451613, recall: 0.16, f1-score: 0.14285714285714285, support: 25, 
forehandflat: precision: 0.20930232558139536, recall: 0.47368421052631576, f1-score: 0.2903225806451613, support: 19, 
forslice: precision: 0.21052631578947367, recall: 0.25, f1-score: 0.22857142857142856, support: 16, 
service: precision: 0.30434782608695654, recall: 0.30434782608695654, f1-score: 0.30434782608695654, support: 23, 
volley: precision: 0.11538461538461539, recall: 0.16666666666666666, f1-score: 0.13636363636363638, support: 18, 
volleybackhand: precision: 0.20689655172413793, recall: 0.2727272727272727, f1-score: 0.23529411764705882, support: 22, 
accuracy: 0.2119815668202765
macro avg: precision: 0.266067507781628, recall: 0.22738249987180784, f1-score: 0.20625943945090466, support: 217, 
weighted avg: precision: 0.28361319515939887, recall: 0.2119815668202765, f1-score: 0.2004005428677951, support: 217, 
