backhand: precision: 0.7634408602150538, recall: 0.7244897959183674, f1-score: 0.7434554973821991, support: 98, 
smash: precision: 0.6538461538461539, recall: 0.6415094339622641, f1-score: 0.6476190476190475, support: 106, 
forehandopen: precision: 0.9181818181818182, recall: 0.9181818181818182, f1-score: 0.9181818181818182, support: 110, 
backhand2hands: precision: 0.8240740740740741, recall: 0.8240740740740741, f1-score: 0.8240740740740741, support: 108, 
backhandslice: precision: 0.6090909090909091, recall: 0.6203703703703703, f1-score: 0.6146788990825688, support: 108, 
forehandflat: precision: 0.8571428571428571, recall: 0.8035714285714286, f1-score: 0.8294930875576038, support: 112, 
forslice: precision: 0.6050420168067226, recall: 0.6545454545454545, f1-score: 0.62882096069869, support: 110, 
service: precision: 0.7089552238805971, recall: 0.7421875, f1-score: 0.7251908396946565, support: 128, 
volley: precision: 0.6185567010309279, recall: 0.5660377358490566, f1-score: 0.5911330049261084, support: 106, 
volleybackhand: precision: 0.6176470588235294, recall: 0.65625, f1-score: 0.6363636363636364, support: 96, 
accuracy: 0.7171903881700554
macro avg: precision: 0.7175977673092643, recall: 0.7151217611472834, f1-score: 0.7159010865580403, support: 1082, 
weighted avg: precision: 0.7191023412683722, recall: 0.7171903881700554, f1-score: 0.7176899680862219, support: 1082, 
