backhand: precision: 0.7228915662650602, recall: 0.6122448979591837, f1-score: 0.6629834254143647, support: 98, 
smash: precision: 0.6176470588235294, recall: 0.5943396226415094, f1-score: 0.6057692307692308, support: 106, 
forehandopen: precision: 0.8363636363636363, recall: 0.8363636363636363, f1-score: 0.8363636363636363, support: 110, 
backhand2hands: precision: 0.6771653543307087, recall: 0.7962962962962963, f1-score: 0.7319148936170212, support: 108, 
backhandslice: precision: 0.5, recall: 0.4351851851851852, f1-score: 0.46534653465346537, support: 108, 
forehandflat: precision: 0.652542372881356, recall: 0.6875, f1-score: 0.6695652173913044, support: 112, 
forslice: precision: 0.45454545454545453, recall: 0.45454545454545453, f1-score: 0.45454545454545453, support: 110, 
service: precision: 0.6992481203007519, recall: 0.7265625, f1-score: 0.7126436781609196, support: 128, 
volley: precision: 0.45535714285714285, recall: 0.4811320754716981, f1-score: 0.46788990825688076, support: 106, 
volleybackhand: precision: 0.5053763440860215, recall: 0.4895833333333333, f1-score: 0.4973544973544974, support: 96, 
accuracy: 0.6155268022181146
macro avg: precision: 0.6121137050453662, recall: 0.6113753001796296, f1-score: 0.6104376476526775, support: 1082, 
weighted avg: precision: 0.6144365169439093, recall: 0.6155268022181146, f1-score: 0.6137155319584507, support: 1082, 
