backhand: precision: 0.3333333333333333, recall: 0.10344827586206896, f1-score: 0.15789473684210528, support: 29, 
smash: precision: 0.2631578947368421, recall: 0.3333333333333333, f1-score: 0.29411764705882354, support: 15, 
forehandopen: precision: 0.6363636363636364, recall: 0.2692307692307692, f1-score: 0.37837837837837834, support: 26, 
backhand2hands: precision: 0.21428571428571427, recall: 0.35294117647058826, f1-score: 0.26666666666666666, support: 17, 
backhandslice: precision: 0.2916666666666667, recall: 0.3333333333333333, f1-score: 0.3111111111111111, support: 21, 
forehandflat: precision: 0.27586206896551724, recall: 0.38095238095238093, f1-score: 0.32, support: 21, 
forslice: precision: 0.38095238095238093, recall: 0.23529411764705882, f1-score: 0.29090909090909084, support: 34, 
service: precision: 0.275, recall: 0.55, f1-score: 0.3666666666666667, support: 20, 
volley: precision: 0.21428571428571427, recall: 0.15789473684210525, f1-score: 0.18181818181818182, support: 19, 
volleybackhand: precision: 0.22727272727272727, recall: 0.3333333333333333, f1-score: 0.27027027027027023, support: 15, 
accuracy: 0.2903225806451613
macro avg: precision: 0.31121801368625324, recall: 0.30497614570049714, f1-score: 0.28378327497212946, support: 217, 
weighted avg: precision: 0.3301997726138584, recall: 0.2903225806451613, f1-score: 0.2827099470582942, support: 217, 
