backhand: precision: 0.7411764705882353, recall: 0.6428571428571429, f1-score: 0.6885245901639345, support: 98, 
smash: precision: 0.6336633663366337, recall: 0.6037735849056604, f1-score: 0.6183574879227053, support: 106, 
forehandopen: precision: 0.875, recall: 0.8909090909090909, f1-score: 0.8828828828828829, support: 110, 
backhand2hands: precision: 0.7217391304347827, recall: 0.7685185185185185, f1-score: 0.7443946188340808, support: 108, 
backhandslice: precision: 0.5904761904761905, recall: 0.5740740740740741, f1-score: 0.5821596244131455, support: 108, 
forehandflat: precision: 0.7377049180327869, recall: 0.8035714285714286, f1-score: 0.7692307692307693, support: 112, 
forslice: precision: 0.5203252032520326, recall: 0.5818181818181818, f1-score: 0.5493562231759657, support: 110, 
service: precision: 0.725925925925926, recall: 0.765625, f1-score: 0.7452471482889734, support: 128, 
volley: precision: 0.5222222222222223, recall: 0.44339622641509435, f1-score: 0.4795918367346939, support: 106, 
volleybackhand: precision: 0.6170212765957447, recall: 0.6041666666666666, f1-score: 0.6105263157894737, support: 96, 
accuracy: 0.6719038817005545
macro avg: precision: 0.6685254703864555, recall: 0.6678709914735859, f1-score: 0.6670271497436625, support: 1082, 
weighted avg: precision: 0.6701845706214202, recall: 0.6719038817005545, f1-score: 0.6698966780383991, support: 1082, 
