backhand: precision: 0.7023809523809523, recall: 0.6020408163265306, f1-score: 0.6483516483516483, support: 98, 
smash: precision: 0.6237623762376238, recall: 0.5943396226415094, f1-score: 0.6086956521739131, support: 106, 
forehandopen: precision: 0.768595041322314, recall: 0.8454545454545455, f1-score: 0.8051948051948052, support: 110, 
backhand2hands: precision: 0.6956521739130435, recall: 0.7407407407407407, f1-score: 0.7174887892376681, support: 108, 
backhandslice: precision: 0.6185567010309279, recall: 0.5555555555555556, f1-score: 0.5853658536585366, support: 108, 
forehandflat: precision: 0.6396396396396397, recall: 0.6339285714285714, f1-score: 0.6367713004484306, support: 112, 
forslice: precision: 0.4878048780487805, recall: 0.5454545454545454, f1-score: 0.5150214592274678, support: 110, 
service: precision: 0.62, recall: 0.7265625, f1-score: 0.6690647482014388, support: 128, 
volley: precision: 0.5, recall: 0.4528301886792453, f1-score: 0.4752475247524752, support: 106, 
volleybackhand: precision: 0.6428571428571429, recall: 0.5625, f1-score: 0.6000000000000001, support: 96, 
accuracy: 0.6293900184842883
macro avg: precision: 0.6299248905430426, recall: 0.6259407086281243, f1-score: 0.6261201781246383, support: 1082, 
weighted avg: precision: 0.6292094456499224, recall: 0.6293900184842883, f1-score: 0.6274743089019476, support: 1082, 
